"Operator","Pics.Batch","Sample","ImageTitle","Status","CellLine","Day","Treatment","Volume","ESR","SurfaceArea","Flatness","Elongation","Sphericity","IntensityRHF","VolumeRHF","NbCc","VCcMean","VCcTotal","DistanceBorderToBorderMean","DistanceBarycenterToBorderMean","AspectRatio","Circularity","VoxelVolume","MinIntensityNuc","MaxIntensityNuc","AvgIntensityNuc","StdIntensityNuc"
"FM","1","72CS_63x_tile scan_z05","15 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","374.095","4.4698995627269","515.259999999931","2.03220855224612","1.52320562479313","0.115700941557429","0.0490020424982979","0.0205562758122937","16","0.480625","7.69","0.534400361776352","1.39707278013229","1.44326241022901","0.648612730872268","0.005","0","79","14.1737526564108","9.25038874816243"
"FM","1","72CS_63x_tile scan_z05","16 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","390.055","4.53258280285308","487.739999999957","1.63945531487039","1.39469495656657","0.148299248540221","0.0341563378761162","0.0150619784389381","13","0.451923076923077","5.875","0.582052609553704","1.16044292266552","1.36529984715882","0.755346873129798","0.005","0","91","19.9480586071195","14.4465498078964"
"FM","1","72CS_63x_tile scan_z05","17 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","285.67","4.0856266261026","382.879999999978","1.55301049998751","1.1587884396201","0.164434748811503","0.0177382506690428","0.0084888157664438","5","0.485","2.425","0.410508134365082","0.957634153366089","1.16284887723214","0.739366807461301","0.005","0","69","17.5212132880596","11.3257829076179"
"FM","1","72CS_63x_tile scan_z05","19 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","395.805","4.55474662043637","484.219999999947","2.17950493761752","1.37054684449312","0.156058258282137","0.0243451492245777","0.0119503290761865","11","0.43","4.73","0.619686594876376","1.52261844548312","1.35518515458099","0.778779193713945","0.005","0","65","17.784995136494","10.8970216603669"
"FM","1","72CS_63x_tile scan_z05","20 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","423.76","4.65954793128728","498.539999999964","1.86007549459069","1.14196092474327","0.163905023824373","0.0475476594105724","0.0164951859543138","13","0.537692307692308","6.99","0.868922824126023","1.71018853187561","1.13268531903844","0.76544770691776","0.005","0","95","16.7878516141212","13.057904652028"
"FM","1","72CS_63x_tile scan_z05","21 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","351.64","4.37861291821504","440.199999999952","2.01516046173357","1.24292541353599","0.163945236122614","0.0632112657119994","0.0289358434762826","19","0.535526315789474","10.175","0.49598763741945","1.2497520396584","1.22432290307039","0.79116016330181","0.005","1","101","21.9978671368445","13.5744616808958"
"FM","1","72CS_63x_tile scan_z05","22 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","314.225","4.2174574388858","430.099999999951","1.64040017260761","2.0598049388455","0.140354233122689","0.00912245201787727","0.00464635213620813","3","0.486666666666667","1.46","0.622545822461446","1.25402587254842","2.07766885052491","0.663099466156121","0.005","1","75","20.9488742143369","12.4072645169834"
"FM","1","72CS_63x_tile scan_z05","23 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","253.205","3.92459237761003","347.979999999987","1.37351481513286","1.17777067663219","0.172081457932199","0.0444187705063162","0.0220967200489722","9","0.621666666666667","5.595","0.35241781340705","0.858446131812202","1.17973825551442","0.825433502741589","0.005","0","73","19.9634485890879","12.1948223281075"
"FM","1","72CS_63x_tile scan_z05","24 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","421.3","4.65051393382206","554.179999999905","2.33338812873576","1.10570705168675","0.117945872321852","0.0443798494942386","0.0162710657488725","18","0.380833333333333","6.855","0.511200853851106","1.2669999493493","1.10899082329497","0.725944011591825","0.005","0","76","11.1626157132685","7.29342868540327"
"FM","1","72CS_63x_tile scan_z05","25 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","471.6","4.8286796703591","539.979999999925","1.85495000363387","1.50171814107731","0.159759591973601","0.0419560565261176","0.0181827820186599","14","0.6125","8.575","0.589783650636673","1.23681473050799","1.48962762297346","0.761726116723563","0.005","0","82","15.4972010178117","11.5381362306295"
"FM","1","72CS_63x_tile scan_z05","26 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","266.715","3.99318665053434","376.13999999998","1.26508486665961","1.7830678697712","0.15118151559224","0.0415199698823894","0.0241268770035431","12","0.53625","6.435","0.332650298873583","0.821802139282227","1.98783986156184","0.652888052180081","0.005","1","73","23.2048066287985","13.5566220282561"
"FM","1","72CS_63x_tile scan_z05","27 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","333.92","4.30379200195863","479.719999999955","1.82016682801436","1.27909671237797","0.114228312733616","0.0269889032609436","0.0112751557259224","12","0.31375","3.765","0.411605133612951","0.963711480299632","1.23701955956111","0.690605511981752","0.005","0","62","10.9973945855295","6.73257577593801"
"FM","1","72CS_63x_tile scan_z05","28 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","307.41","4.18674451994028","399.279999999969","1.78211576510898","1.22273788202548","0.167901928624615","0.0836442223850816","0.0364334276698871","21","0.533333333333333","11.2","0.598753430729821","1.43634056363787","1.23240361525543","0.820194471382352","0.005","0","80","15.2025796167984","9.69047312813105"
"FM","1","72CS_63x_tile scan_z05","29 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","340.855","4.33338244794255","450.639999999956","1.97862269574866","1.26898565221402","0.143582825998272","0.050314396448","0.0245558962021974","16","0.523125","8.37","0.44082598015666","1.26426545679569","1.25878118939017","0.761984288523208","0.005","1","76","20.0674480350882","11.8866572062307"
"FM","1","72CS_63x_tile scan_z05","30 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","719.06","5.5576625492571","758.919999999719","1.33693791805167","1.54476019305998","0.133781062292267","0.0667125964163408","0.0304564292270464","47","0.465957446808511","21.9","0.516380523620768","1.04565754342587","1.33087676007622","0.580697951869548","0.005","0","72","15.8762620643618","10.759397248692"
"FM","1","72CS_63x_tile scan_z05","31 cropped FM_72CS_63x_tile scan_z05.czi - C=0.tif","HNRNPUdel","ASD","28","n/a","434.22","4.6975751651242","577.619999999867","2.060044963692","1.35105615689944","0.110648454667322","0.0276228743785884","0.012332458200912","11","0.486818181818182","5.355","0.374939846992493","1.02444395152005","1.3161231742471","0.737235298637625","0.005","0","73","13.9648450094422","8.49259526502071"
